search_id,timestamp,citizen_id,category,flagged_category,device_type
SR-0000361,2026-01-01 18:16:00,PR-01245,VPN tools,Y,Phone
SR-0000362,2026-05-19 05:12:00,PR-01956,Entertainment,N,Laptop
SR-0000363,2026-06-13 16:47:00,PR-02647,Foreign news,Y,Laptop
SR-0000364,2026-01-23 19:15:00,PR-01610,Local news,N,Phone
SR-0000365,2026-06-29 18:21:00,PR-01409,Entertainment,N,Phone
SR-0000366,2026-04-11 01:39:00,PR-00842,Civic education,N,Phone
SR-0000367,2026-02-08 07:55:00,PR-02748,Sports,N,Phone
SR-0000368,2026-06-16 05:04:00,PR-00739,Entertainment,N,Phone
SR-0000369,2026-06-02 13:49:00,PR-00410,Sports,N,Laptop
SR-0000370,2026-05-15 20:54:00,PR-02840,Local news,N,Public Library Terminal
SR-0000371,2026-03-26 13:07:00,PR-00509,Weather,N,Public Library Terminal
SR-0000372,2026-05-06 00:42:00,PR-00067,Entertainment,N,Phone
SR-0000373,2026-04-22 17:39:00,PR-00777,Independent media,Y,Skills Institute Terminal
SR-0000374,2026-02-11 07:49:00,PR-02878,Shopping,N,Phone
SR-0000375,2026-03-26 08:13:00,PR-00960,Health,N,Phone
SR-0000376,2026-02-26 03:00:00,PR-02575,Weather,N,Phone
SR-0000377,2026-06-06 11:27:00,PR-02282,Cultural and religious gatherings,Y,Phone
SR-0000378,2026-06-23 03:55:00,PR-02599,VPN tools,Y,Public Library Terminal
SR-0000379,2026-01-12 17:42:00,PR-00646,Entertainment,N,Phone
SR-0000380,2026-06-13 20:43:00,PR-00888,Score appeal process,Y,Phone
SR-0000381,2026-01-07 16:01:00,PR-02883,Sports,N,Public Library Terminal
SR-0000382,2026-03-27 15:06:00,PR-00807,Entertainment,N,Phone
SR-0000383,2026-01-07 04:30:00,PR-00087,Foreign news,Y,Phone
SR-0000384,2026-05-16 07:43:00,PR-02519,Shopping,N,Public Library Terminal
SR-0000385,2026-02-02 23:33:00,PR-00328,Social credit system criticism,Y,Public Library Terminal
SR-0000386,2026-02-11 00:40:00,PR-00569,Shopping,N,Phone
SR-0000387,2026-01-15 19:02:00,PR-00925,Recipes,N,Phone
SR-0000388,2026-03-03 09:57:00,PR-00623,Recipes,N,Public Library Terminal
SR-0000389,2026-01-01 01:19:00,PR-02204,Local news,N,Phone
SR-0000390,2026-06-10 03:47:00,PR-00249,Recipes,N,Phone
SR-0000391,2026-05-28 13:39:00,PR-02228,Shopping,N,Skills Institute Terminal
SR-0000392,2026-01-27 09:05:00,PR-00357,Local news,N,Laptop
SR-0000393,2026-06-16 01:12:00,PR-02029,Local news,N,Laptop
SR-0000394,2026-05-29 12:12:00,PR-02930,Entertainment,N,Phone
SR-0000395,2026-05-28 20:03:00,PR-01922,Shopping,N,Phone
SR-0000396,2026-03-20 03:38:00,PR-02376,Travel domestic (permitted),N,Phone
SR-0000397,2026-04-24 23:04:00,PR-02782,Local news,N,Laptop
SR-0000398,2026-04-08 04:04:00,PR-02020,Local news,N,Skills Institute Terminal
SR-0000399,2026-03-20 21:23:00,PR-02559,Social credit system criticism,Y,Phone
SR-0000400,2026-04-22 14:25:00,PR-01845,Foreign news,Y,Skills Institute Terminal
SR-0000401,2026-06-14 16:12:00,PR-02863,Foreign news,Y,Phone
SR-0000402,2026-03-12 12:45:00,PR-00113,Social credit system criticism,Y,Laptop
SR-0000403,2026-03-25 15:05:00,PR-01720,Travel domestic (permitted),N,Laptop
SR-0000404,2026-04-01 15:30:00,PR-00227,Local news,N,Phone
SR-0000405,2026-04-05 13:43:00,PR-01109,Entertainment,N,Phone
SR-0000406,2026-03-10 16:41:00,PR-02077,Independent media,Y,Skills Institute Terminal
SR-0000407,2026-04-13 02:20:00,PR-02311,Shopping,N,Phone
SR-0000408,2026-01-09 18:36:00,PR-02492,Entertainment,N,Phone
SR-0000409,2026-03-19 17:39:00,PR-01268,Travel domestic (permitted),N,Laptop
SR-0000410,2026-06-02 08:27:00,PR-02412,Entertainment,N,Phone
SR-0000411,2026-03-23 17:43:00,PR-02843,Social credit system criticism,Y,Phone
SR-0000412,2026-06-23 19:22:00,PR-02412,Sports,N,Laptop
SR-0000413,2026-01-23 21:39:00,PR-01637,Local news,N,Phone
SR-0000414,2026-05-08 12:07:00,PR-00419,Score appeal process,Y,Laptop
SR-0000415,2026-04-24 07:43:00,PR-01671,Shopping,N,Phone
SR-0000416,2026-02-03 03:30:00,PR-00242,Sports,N,Phone
SR-0000417,2026-01-23 09:59:00,PR-01185,Shopping,N,Phone
SR-0000418,2026-01-23 01:05:00,PR-01295,Entertainment,N,Laptop
SR-0000419,2026-04-08 00:28:00,PR-01192,Entertainment,N,Phone
SR-0000420,2026-05-31 17:41:00,PR-00878,Local news,N,Skills Institute Terminal
SR-0000421,2026-05-01 20:59:00,PR-00727,Foreign news,Y,Public Library Terminal
SR-0000422,2026-06-11 13:02:00,PR-01327,Sports,N,Laptop
SR-0000423,2026-03-18 11:56:00,PR-01616,Independent media,Y,Phone
SR-0000424,2026-03-03 10:34:00,PR-02743,Emigration procedures,Y,Laptop
SR-0000425,2026-04-24 20:29:00,PR-02049,Local news,N,Phone
SR-0000426,2026-02-23 11:35:00,PR-00134,Privacy tools,Y,Laptop
SR-0000427,2026-06-08 19:09:00,PR-00229,Local news,N,Laptop
SR-0000428,2026-02-02 01:32:00,PR-02505,Local news,N,Phone
SR-0000429,2026-01-06 06:06:00,PR-01680,Health,N,Laptop
SR-0000430,2026-03-19 05:12:00,PR-02822,Sports,N,Laptop
SR-0000431,2026-01-21 23:13:00,PR-01125,Health,N,Phone
SR-0000432,2026-02-20 22:27:00,PR-02904,Local news,N,Skills Institute Terminal
SR-0000433,2026-02-26 00:15:00,PR-00633,Entertainment,N,Phone
SR-0000434,2026-02-16 17:30:00,PR-00583,Privacy tools,Y,Phone
SR-0000435,2026-04-30 12:13:00,PR-00395,Sports,N,Phone
SR-0000436,2026-05-27 14:16:00,PR-02667,Recipes,N,Laptop
SR-0000437,2026-02-16 06:27:00,PR-00170,Sports,N,Phone
SR-0000438,2026-03-28 21:55:00,PR-01774,Independent media,Y,Laptop
SR-0000439,2026-05-20 04:34:00,PR-00966,Civic education,N,Laptop
SR-0000440,2026-02-23 17:26:00,PR-00880,Recipes,N,Phone
SR-0000441,2026-06-17 23:08:00,PR-01962,Privacy tools,Y,Phone
SR-0000442,2026-05-29 20:01:00,PR-01687,Weather,N,Phone
SR-0000443,2026-02-13 04:55:00,PR-01047,Health,N,Phone
SR-0000444,2026-05-16 10:18:00,PR-00888,Health,N,Phone
SR-0000445,2026-04-26 23:35:00,PR-02393,Local news,N,Laptop
SR-0000446,2026-01-16 13:22:00,PR-01119,Health,N,Phone
SR-0000447,2026-03-24 21:16:00,PR-02083,Recipes,N,Laptop
SR-0000448,2026-01-21 20:22:00,PR-02897,Entertainment,N,Public Library Terminal
SR-0000449,2026-05-20 00:35:00,PR-01054,Foreign news,Y,Phone
SR-0000450,2026-02-07 11:33:00,PR-02836,Independent media,Y,Public Library Terminal
SR-0000451,2026-03-23 00:20:00,PR-02065,Weather,N,Phone
SR-0000452,2026-01-27 17:49:00,PR-02537,Sports,N,Phone
SR-0000453,2026-02-17 11:59:00,PR-02381,Travel domestic (permitted),N,Laptop
SR-0000454,2026-03-03 10:21:00,PR-01408,Entertainment,N,Phone
SR-0000455,2026-05-24 06:41:00,PR-02005,Sports,N,Public Library Terminal
SR-0000456,2026-05-30 10:43:00,PR-02935,Health,N,Laptop
SR-0000457,2026-01-14 19:03:00,PR-02877,Privacy tools,Y,Phone
SR-0000458,2026-04-13 11:42:00,PR-01459,Entertainment,N,Laptop
SR-0000459,2026-04-06 07:58:00,PR-01223,Privacy tools,Y,Phone
SR-0000460,2026-01-31 16:31:00,PR-00644,Recipes,N,Phone
SR-0000461,2026-05-23 16:57:00,PR-02942,Health,N,Phone
SR-0000462,2026-05-10 08:31:00,PR-02274,Health,N,Phone
SR-0000463,2026-01-06 02:51:00,PR-02345,Entertainment,N,Phone
SR-0000464,2026-02-10 09:46:00,PR-02529,Encryption software,Y,Phone
SR-0000465,2026-01-04 03:12:00,PR-01891,Shopping,N,Laptop
SR-0000466,2026-03-04 19:52:00,PR-01321,Banned political parties,Y,Phone
SR-0000467,2026-04-03 03:17:00,PR-00799,Civic education,N,Phone
SR-0000468,2026-04-14 03:18:00,PR-02798,Foreign news,Y,Laptop
SR-0000469,2026-03-03 14:55:00,PR-02877,Entertainment,N,Phone
SR-0000470,2026-05-11 21:28:00,PR-02961,Weather,N,Phone
SR-0000471,2026-04-16 18:39:00,PR-01859,Entertainment,N,Phone
SR-0000472,2026-03-14 02:49:00,PR-02723,Sports,N,Phone
SR-0000473,2026-04-12 07:56:00,PR-02097,Travel domestic (permitted),N,Phone
SR-0000474,2026-01-31 04:58:00,PR-01760,Independent media,Y,Phone
SR-0000475,2026-03-09 13:11:00,PR-01087,Encryption software,Y,Phone
SR-0000476,2026-06-13 00:31:00,PR-00923,Score appeal process,Y,Laptop
SR-0000477,2026-02-09 18:02:00,PR-01967,Entertainment,N,Laptop
SR-0000478,2026-06-02 00:10:00,PR-02471,Independent media,Y,Public Library Terminal
SR-0000479,2026-04-25 11:31:00,PR-01596,Recipes,N,Phone
SR-0000480,2026-03-10 23:56:00,PR-00290,Health,N,Phone
SR-0000481,2026-04-13 01:18:00,PR-00582,Encryption software,Y,Phone
SR-0000482,2026-06-10 21:31:00,PR-02833,Sports,N,Phone
SR-0000483,2026-01-22 01:38:00,PR-00613,Health,N,Phone
SR-0000484,2026-02-03 15:05:00,PR-01929,Shopping,N,Laptop
SR-0000485,2026-03-18 23:58:00,PR-00887,Health,N,Laptop
SR-0000486,2026-05-21 22:47:00,PR-00482,Entertainment,N,Phone
SR-0000487,2026-05-01 06:42:00,PR-02994,Weather,N,Laptop
SR-0000488,2026-02-04 09:29:00,PR-01340,Independent media,Y,Phone
SR-0000489,2026-06-04 08:40:00,PR-02564,Foreign news,Y,Phone
SR-0000490,2026-01-09 17:35:00,PR-02680,Health,N,Phone
SR-0000491,2026-01-23 07:12:00,PR-02255,Health,N,Skills Institute Terminal
SR-0000492,2026-06-03 08:45:00,PR-01064,Health,N,Phone
SR-0000493,2026-02-28 19:51:00,PR-01885,Weather,N,Phone
SR-0000494,2026-03-26 06:02:00,PR-02231,Health,N,Phone
SR-0000495,2026-06-23 04:17:00,PR-00970,Shopping,N,Laptop
SR-0000496,2026-02-06 11:35:00,PR-01442,Entertainment,N,Phone
SR-0000497,2026-01-26 19:15:00,PR-01238,Recipes,N,Skills Institute Terminal
SR-0000498,2026-02-16 19:09:00,PR-01154,Civic education,N,Public Library Terminal
SR-0000499,2026-06-01 20:42:00,PR-01650,Shopping,N,Phone
SR-0000500,2026-03-12 04:49:00,PR-02695,Recipes,N,Phone
SR-0000501,2026-04-02 07:47:00,PR-00816,Local news,N,Laptop
SR-0000502,2026-06-09 14:10:00,PR-02163,Recipes,N,Laptop
SR-0000503,2026-05-31 22:05:00,PR-01177,Travel domestic (permitted),N,Phone
SR-0000504,2026-01-30 16:27:00,PR-00724,Weather,N,Phone
SR-0000505,2026-02-13 23:13:00,PR-00954,Sports,N,Skills Institute Terminal
SR-0000506,2026-01-30 09:20:00,PR-01599,Foreign news,Y,Public Library Terminal
SR-0000507,2026-05-17 10:20:00,PR-00137,Emigration procedures,Y,Phone
SR-0000508,2026-06-12 15:29:00,PR-01990,Score appeal process,Y,Laptop
SR-0000509,2026-05-31 20:51:00,PR-02525,Sports,N,Phone
SR-0000510,2026-03-23 05:35:00,PR-01268,Entertainment,N,Phone
SR-0000511,2026-03-17 14:13:00,PR-02477,Local news,N,Phone
SR-0000512,2026-03-07 18:25:00,PR-02368,Sports,N,Phone
SR-0000513,2026-02-05 04:23:00,PR-02600,Weather,N,Public Library Terminal
SR-0000514,2026-06-06 07:46:00,PR-02701,Health,N,Phone
SR-0000515,2026-02-06 20:01:00,PR-02592,Shopping,N,Phone
SR-0000516,2026-06-26 03:20:00,PR-02973,Health,N,Phone
SR-0000517,2026-03-07 00:23:00,PR-00291,Entertainment,N,Phone
SR-0000518,2026-06-21 19:30:00,PR-02462,Recipes,N,Phone
SR-0000519,2026-01-23 05:35:00,PR-00180,Shopping,N,Phone
SR-0000520,2026-04-14 18:43:00,PR-02661,Shopping,N,Phone
SR-0000521,2026-05-24 02:57:00,PR-00044,Recipes,N,Phone
SR-0000522,2026-02-18 16:11:00,PR-00750,Score appeal process,Y,Laptop
SR-0000523,2026-05-31 22:56:00,PR-01043,Health,N,Phone
SR-0000524,2026-05-07 20:14:00,PR-00716,Social credit system criticism,Y,Public Library Terminal
SR-0000525,2026-01-11 23:11:00,PR-00240,Local news,N,Phone
SR-0000526,2026-04-29 20:10:00,PR-00264,Cultural and religious gatherings,Y,Skills Institute Terminal
SR-0000527,2026-01-14 18:02:00,PR-02928,Health,N,Phone
SR-0000528,2026-04-13 15:36:00,PR-00693,Local news,N,Phone
SR-0000529,2026-04-18 10:31:00,PR-00368,Sports,N,Public Library Terminal
SR-0000530,2026-05-15 05:16:00,PR-02331,Entertainment,N,Phone
SR-0000531,2026-05-05 06:04:00,PR-00875,Recipes,N,Laptop
SR-0000532,2026-06-14 16:42:00,PR-00511,Travel domestic (permitted),N,Laptop
SR-0000533,2026-02-23 09:58:00,PR-00777,Travel domestic (permitted),N,Laptop
SR-0000534,2026-03-06 02:34:00,PR-01417,Cultural and religious gatherings,Y,Phone
SR-0000535,2026-04-30 11:46:00,PR-02602,Local news,N,Phone
SR-0000536,2026-01-05 00:44:00,PR-00469,Civic education,N,Phone
SR-0000537,2026-02-16 13:05:00,PR-01274,Entertainment,N,Phone
SR-0000538,2026-04-10 20:04:00,PR-00340,Local news,N,Phone
SR-0000539,2026-03-01 18:25:00,PR-02720,Foreign news,Y,Laptop
SR-0000540,2026-06-24 23:05:00,PR-01408,Privacy tools,Y,Phone
SR-0000541,2026-01-19 19:09:00,PR-01402,Health,N,Phone
SR-0000542,2026-03-07 19:37:00,PR-01175,Health,N,Laptop
SR-0000543,2026-03-13 18:56:00,PR-02347,Local news,N,Phone
SR-0000544,2026-02-11 00:05:00,PR-00446,Entertainment,N,Phone
SR-0000545,2026-01-02 13:54:00,PR-02200,Local news,N,Phone
SR-0000546,2026-01-06 19:30:00,PR-02790,Health,N,Laptop
SR-0000547,2026-02-23 00:33:00,PR-00689,Sports,N,Laptop
SR-0000548,2026-04-17 00:54:00,PR-01642,Score appeal process,Y,Phone
SR-0000549,2026-06-02 11:57:00,PR-00281,Cultural and religious gatherings,Y,Phone
SR-0000550,2026-01-01 17:39:00,PR-02109,Local news,N,Phone
SR-0000551,2026-02-11 05:50:00,PR-02284,Civic education,N,Skills Institute Terminal
SR-0000552,2026-04-04 13:51:00,PR-02838,Entertainment,N,Phone
SR-0000553,2026-05-28 22:23:00,PR-01353,Shopping,N,Skills Institute Terminal
SR-0000554,2026-04-06 15:55:00,PR-00386,Sports,N,Phone
SR-0000555,2026-06-03 10:19:00,PR-00008,Shopping,N,Phone
SR-0000556,2026-02-10 04:23:00,PR-01530,Shopping,N,Laptop
SR-0000557,2026-05-30 01:14:00,PR-00934,Local news,N,Phone
SR-0000558,2026-01-23 17:46:00,PR-00930,Score appeal process,Y,Laptop
SR-0000559,2026-01-11 15:10:00,PR-02313,Civic education,N,Phone
SR-0000560,2026-05-16 01:05:00,PR-02984,Local news,N,Phone
SR-0000561,2026-03-04 05:37:00,PR-02742,Entertainment,N,Phone
SR-0000562,2026-03-16 12:41:00,PR-02110,Recipes,N,Laptop
SR-0000563,2026-01-08 06:29:00,PR-00067,Civic education,N,Phone
SR-0000564,2026-02-01 12:33:00,PR-01157,Health,N,Laptop
SR-0000565,2026-01-14 05:55:00,PR-02574,Banned political parties,Y,Laptop
SR-0000566,2026-01-24 21:37:00,PR-01241,Local news,N,Skills Institute Terminal
SR-0000567,2026-01-08 15:05:00,PR-00286,Recipes,N,Phone
SR-0000568,2026-03-21 15:21:00,PR-02718,Local news,N,Phone
SR-0000569,2026-06-26 15:21:00,PR-02145,Sports,N,Phone
SR-0000570,2026-05-05 07:30:00,PR-02155,Weather,N,Public Library Terminal
SR-0000571,2026-06-25 14:16:00,PR-00156,Independent media,Y,Phone
SR-0000572,2026-03-25 01:34:00,PR-02550,Recipes,N,Laptop
SR-0000573,2026-01-08 17:45:00,PR-02310,Shopping,N,Phone
SR-0000574,2026-03-30 04:36:00,PR-01744,Local news,N,Laptop
SR-0000575,2026-02-02 15:05:00,PR-02676,Independent media,Y,Phone
SR-0000576,2026-05-28 05:05:00,PR-01798,Foreign news,Y,Phone
SR-0000577,2026-01-16 11:38:00,PR-01776,Health,N,Phone
SR-0000578,2026-03-18 15:00:00,PR-02388,Entertainment,N,Laptop
SR-0000579,2026-04-05 00:32:00,PR-02805,Independent media,Y,Public Library Terminal
SR-0000580,2026-04-12 17:54:00,PR-02434,Shopping,N,Phone
SR-0000581,2026-06-24 06:24:00,PR-00732,Privacy tools,Y,Laptop
SR-0000582,2026-03-26 04:59:00,PR-01201,Shopping,N,Public Library Terminal
SR-0000583,2026-04-01 22:13:00,PR-00653,Entertainment,N,Laptop
SR-0000584,2026-03-23 10:33:00,PR-02587,Recipes,N,Skills Institute Terminal
SR-0000585,2026-05-14 09:04:00,PR-01961,Score appeal process,Y,Laptop
SR-0000586,2026-02-05 10:36:00,PR-00166,Travel domestic (permitted),N,Phone
SR-0000587,2026-04-22 03:21:00,PR-02257,Local news,N,Laptop
SR-0000588,2026-05-17 17:29:00,PR-01748,Entertainment,N,Phone
SR-0000589,2026-06-26 03:57:00,PR-00488,Score appeal process,Y,Phone
SR-0000590,2026-05-16 03:08:00,PR-00412,Local news,N,Laptop
SR-0000591,2026-03-23 14:07:00,PR-00300,Entertainment,N,Laptop
SR-0000592,2026-02-06 23:56:00,PR-00092,Recipes,N,Laptop
SR-0000593,2026-03-13 07:08:00,PR-00233,Shopping,N,Laptop
SR-0000594,2026-06-30 07:16:00,PR-00298,Recipes,N,Laptop
SR-0000595,2026-03-04 18:56:00,PR-02292,Shopping,N,Phone
SR-0000596,2026-03-16 06:23:00,PR-01624,Privacy tools,Y,Phone
SR-0000597,2026-02-18 16:05:00,PR-02774,Shopping,N,Laptop
SR-0000598,2026-02-04 09:06:00,PR-00815,Shopping,N,Phone
SR-0000599,2026-06-07 04:44:00,PR-02208,Score appeal process,Y,Public Library Terminal
SR-0000600,2026-04-22 15:27:00,PR-00476,Shopping,N,Phone
SR-0000601,2026-06-22 06:37:00,PR-01333,Entertainment,N,Public Library Terminal
SR-0000602,2026-03-11 02:25:00,PR-02401,Sports,N,Phone
SR-0000603,2026-01-26 17:26:00,PR-00401,Entertainment,N,Public Library Terminal
SR-0000604,2026-06-21 00:28:00,PR-01635,Entertainment,N,Laptop
SR-0000605,2026-05-26 15:18:00,PR-01547,Shopping,N,Phone
SR-0000606,2026-05-10 10:30:00,PR-00487,Weather,N,Phone
SR-0000607,2026-05-07 13:38:00,PR-01092,Weather,N,Phone
SR-0000608,2026-04-08 23:37:00,PR-01888,Entertainment,N,Phone
SR-0000609,2026-02-09 23:53:00,PR-02449,Shopping,N,Laptop
SR-0000610,2026-04-16 14:20:00,PR-02773,Sports,N,Public Library Terminal
SR-0000611,2026-03-19 21:41:00,PR-02849,Score appeal process,Y,Laptop
SR-0000612,2026-04-23 10:02:00,PR-00083,Shopping,N,Phone
SR-0000613,2026-06-19 16:45:00,PR-01971,Sports,N,Phone
SR-0000614,2026-04-15 10:43:00,PR-00282,Local news,N,Laptop
SR-0000615,2026-05-09 21:10:00,PR-02814,Cultural and religious gatherings,Y,Phone
SR-0000616,2026-05-14 11:44:00,PR-02042,Health,N,Public Library Terminal
SR-0000617,2026-01-07 09:24:00,PR-00669,Sports,N,Laptop
SR-0000618,2026-01-21 01:27:00,PR-02590,Foreign news,Y,Laptop
SR-0000619,2026-02-26 17:54:00,PR-02632,Entertainment,N,Laptop
SR-0000620,2026-04-18 02:54:00,PR-02354,Shopping,N,Public Library Terminal
SR-0000621,2026-06-30 04:07:00,PR-00157,Entertainment,N,Phone
SR-0000622,2026-05-20 22:30:00,PR-00132,Travel domestic (permitted),N,Public Library Terminal
SR-0000623,2026-04-26 07:24:00,PR-00466,Local news,N,Phone
SR-0000624,2026-01-26 18:50:00,PR-00665,Score appeal process,Y,Phone
SR-0000625,2026-01-22 22:39:00,PR-02518,Health,N,Phone
SR-0000626,2026-06-20 14:46:00,PR-02878,Recipes,N,Phone
SR-0000627,2026-01-25 19:13:00,PR-02558,Score appeal process,Y,Laptop
SR-0000628,2026-03-16 19:25:00,PR-00726,VPN tools,Y,Laptop
SR-0000629,2026-04-24 12:23:00,PR-02407,Civic education,N,Phone
SR-0000630,2026-02-14 21:15:00,PR-02155,Health,N,Phone
SR-0000631,2026-06-15 09:36:00,PR-02909,Sports,N,Phone
SR-0000632,2026-06-16 18:07:00,PR-01682,Health,N,Public Library Terminal
SR-0000633,2026-02-12 01:46:00,PR-00950,Travel domestic (permitted),N,Phone
SR-0000634,2026-03-03 23:34:00,PR-00008,Shopping,N,Laptop
SR-0000635,2026-05-01 22:00:00,PR-01329,Recipes,N,Laptop
SR-0000636,2026-06-15 16:05:00,PR-01768,Entertainment,N,Laptop
SR-0000637,2026-06-18 09:43:00,PR-00922,Local news,N,Laptop
SR-0000638,2026-02-19 01:50:00,PR-00930,Foreign news,Y,Phone
SR-0000639,2026-01-17 11:36:00,PR-00596,Entertainment,N,Phone
SR-0000640,2026-06-18 15:46:00,PR-01408,Local news,N,Laptop
SR-0000641,2026-01-26 13:53:00,PR-00733,Social credit system criticism,Y,Phone
SR-0000642,2026-04-08 22:24:00,PR-00713,Entertainment,N,Laptop
SR-0000643,2026-06-19 05:11:00,PR-01716,Shopping,N,Phone
SR-0000644,2026-05-15 03:59:00,PR-02468,Entertainment,N,Phone
SR-0000645,2026-01-16 13:27:00,PR-01290,Foreign news,Y,Phone
SR-0000646,2026-03-19 01:21:00,PR-01129,Privacy tools,Y,Phone
SR-0000647,2026-01-20 09:10:00,PR-01224,Entertainment,N,Laptop
SR-0000648,2026-06-27 20:10:00,PR-00862,Sports,N,Public Library Terminal
SR-0000649,2026-06-04 02:07:00,PR-02133,Health,N,Laptop
SR-0000650,2026-06-02 14:34:00,PR-02372,Score appeal process,Y,Phone
SR-0000651,2026-01-06 02:52:00,PR-01376,Entertainment,N,Phone
SR-0000652,2026-06-08 23:36:00,PR-02174,Health,N,Laptop
SR-0000653,2026-05-06 06:16:00,PR-02346,Foreign news,Y,Phone
SR-0000654,2026-01-10 13:06:00,PR-02891,Sports,N,Phone
SR-0000655,2026-01-15 09:39:00,PR-01189,Local news,N,Public Library Terminal
SR-0000656,2026-01-20 07:39:00,PR-01626,Entertainment,N,Phone
SR-0000657,2026-05-03 11:10:00,PR-00220,Weather,N,Phone
SR-0000658,2026-02-25 22:38:00,PR-00426,Weather,N,Phone
SR-0000659,2026-01-13 00:47:00,PR-00200,Banned political parties,Y,Phone
SR-0000660,2026-05-09 18:39:00,PR-02796,Entertainment,N,Laptop
SR-0000661,2026-01-06 10:25:00,PR-01292,Weather,N,Phone
SR-0000662,2026-01-24 17:40:00,PR-02218,Sports,N,Laptop
SR-0000663,2026-06-26 03:37:00,PR-00589,Recipes,N,Phone
SR-0000664,2026-01-08 10:15:00,PR-02424,Weather,N,Public Library Terminal
SR-0000665,2026-03-11 02:26:00,PR-00131,Local news,N,Laptop
SR-0000666,2026-06-28 14:24:00,PR-00872,Health,N,Skills Institute Terminal
SR-0000667,2026-04-11 11:39:00,PR-01021,Recipes,N,Laptop
SR-0000668,2026-04-22 00:25:00,PR-02602,Shopping,N,Phone
SR-0000669,2026-04-21 14:23:00,PR-02063,Emigration procedures,Y,Laptop
SR-0000670,2026-03-02 13:49:00,PR-00535,Local news,N,Phone
SR-0000671,2026-05-07 00:18:00,PR-01136,Recipes,N,Phone
SR-0000672,2026-03-27 06:59:00,PR-00422,Shopping,N,Phone
SR-0000673,2026-03-30 05:16:00,PR-00317,Sports,N,Phone
SR-0000674,2026-05-11 17:24:00,PR-00934,Civic education,N,Public Library Terminal
SR-0000675,2026-03-05 12:31:00,PR-01831,Protest organisation,Y,Phone
SR-0000676,2026-05-09 16:35:00,PR-01350,Foreign news,Y,Laptop
SR-0000677,2026-04-20 01:19:00,PR-02573,Civic education,N,Phone
SR-0000678,2026-04-23 09:59:00,PR-00903,Local news,N,Phone
SR-0000679,2026-03-03 03:30:00,PR-02841,Weather,N,Laptop
SR-0000680,2026-04-26 15:11:00,PR-00069,Shopping,N,Phone
SR-0000681,2026-04-03 16:10:00,PR-01534,Shopping,N,Laptop
SR-0000682,2026-03-19 18:45:00,PR-02094,Local news,N,Laptop
SR-0000683,2026-05-23 20:11:00,PR-02853,Sports,N,Laptop
SR-0000684,2026-06-25 23:27:00,PR-01513,Local news,N,Phone
SR-0000685,2026-01-30 10:47:00,PR-02884,Recipes,N,Phone
SR-0000686,2026-02-03 19:06:00,PR-00762,Social credit system criticism,Y,Phone
SR-0000687,2026-02-27 02:29:00,PR-01466,Entertainment,N,Public Library Terminal
SR-0000688,2026-06-23 03:42:00,PR-00755,Independent media,Y,Laptop
SR-0000689,2026-03-07 05:40:00,PR-02743,Health,N,Phone
SR-0000690,2026-02-08 03:20:00,PR-01655,Recipes,N,Phone
SR-0000691,2026-04-09 22:22:00,PR-02926,Emigration procedures,Y,Phone
SR-0000692,2026-01-16 00:55:00,PR-00015,Health,N,Laptop
SR-0000693,2026-04-26 20:46:00,PR-00394,Sports,N,Phone
SR-0000694,2026-04-27 09:32:00,PR-00731,Local news,N,Skills Institute Terminal
SR-0000695,2026-05-18 06:47:00,PR-01139,Shopping,N,Laptop
SR-0000696,2026-04-15 18:04:00,PR-00170,Independent media,Y,Public Library Terminal
SR-0000697,2026-02-02 17:32:00,PR-01604,Entertainment,N,Laptop
SR-0000698,2026-03-22 08:09:00,PR-00089,Local news,N,Laptop
SR-0000699,2026-01-03 05:22:00,PR-00156,Entertainment,N,Phone
SR-0000700,2026-02-05 08:05:00,PR-00831,Entertainment,N,Laptop
SR-0000701,2026-05-17 03:09:00,PR-01573,Shopping,N,Laptop
SR-0000702,2026-04-25 23:03:00,PR-00574,Sports,N,Phone
SR-0000703,2026-03-11 18:55:00,PR-00834,VPN tools,Y,Phone
SR-0000704,2026-06-28 09:52:00,PR-01597,Travel domestic (permitted),N,Laptop
SR-0000705,2026-05-10 15:47:00,PR-02053,Shopping,N,Phone
