change_id,change_date,citizen_id,reason_code,score_delta,recorded_by_officer_id
CH-0000415,2026-06-08,PR-00332,SR-101,-37,OFC-225
CH-0000416,2026-01-08,PR-00138,SC-013,-77,OFC-158
CH-0000417,2026-02-20,PR-00654,HE-051,-16,OFC-107
CH-0000418,2026-02-15,PR-90001,SC-011,-37,OFC-101
CH-0000419,2026-05-01,PR-02510,TR-062,7,OFC-165
CH-0000420,2026-02-16,PR-00824,SR-101,-39,OFC-146
CH-0000421,2026-05-13,PR-00216,SC-010,5,OFC-184
CH-0000422,2026-02-12,PR-02492,EM-031,-19,OFC-220
CH-0000423,2026-01-29,PR-00230,HE-050,3,OFC-139
CH-0000424,2026-01-17,PR-01646,CV-002,-25,OFC-198
CH-0000425,2026-05-03,PR-01661,NW-071,-24,OFC-173
CH-0000426,2026-04-25,PR-00627,CV-021,-50,OFC-121
CH-0000427,2026-01-23,PR-01339,SR-100,-55,OFC-220
CH-0000428,2026-04-03,PR-00909,HE-050,4,OFC-150
CH-0000429,2026-04-16,PR-01878,CV-002,-25,OFC-176
CH-0000430,2026-03-25,PR-00671,CV-002,-23,OFC-160
CH-0000431,2026-03-01,PR-02087,TR-062,7,OFC-129
CH-0000432,2026-05-21,PR-02640,EM-030,12,OFC-186
CH-0000433,2026-05-08,PR-00114,AP-081,-8,OFC-176
CH-0000434,2026-03-28,PR-02431,SC-011,-38,OFC-242
CH-0000435,2026-02-01,PR-02757,AP-081,-4,OFC-172
CH-0000436,2026-02-28,PR-00232,TR-060,1,OFC-201
CH-0000437,2026-01-28,PR-00429,CV-021,-48,OFC-158
CH-0000438,2026-06-18,PR-02358,AP-081,-4,OFC-204
CH-0000439,2026-01-21,PR-01114,SC-013,-76,OFC-120
CH-0000440,2026-03-10,PR-01916,CV-002,-27,OFC-136
CH-0000441,2026-02-20,PR-02491,PR-111,-30,OFC-177
CH-0000442,2026-04-02,PR-02287,SC-013,-75,OFC-232
CH-0000443,2026-03-06,PR-02504,SC-011,-38,OFC-155
CH-0000444,2026-02-24,PR-02677,FN-040,1,OFC-239
CH-0000445,2026-02-27,PR-00563,NW-072,-12,OFC-234
CH-0000446,2026-04-28,PR-02445,AP-081,-2,OFC-250
CH-0000447,2026-04-18,PR-00455,AP-081,-4,OFC-103
CH-0000448,2026-01-30,PR-00951,NW-071,-21,OFC-109
CH-0000449,2026-05-27,PR-00675,CL-090,-14,OFC-152
CH-0000450,2026-03-09,PR-00220,CV-002,-22,OFC-167
CH-0000451,2026-02-09,PR-00519,TR-060,-3,OFC-218
CH-0000452,2026-06-16,PR-01168,NW-071,-25,OFC-220
CH-0000453,2026-02-26,PR-02835,PR-111,-26,OFC-121
CH-0000454,2026-03-17,PR-02224,TR-062,3,OFC-163
CH-0000455,2026-03-21,PR-01117,EM-031,-21,OFC-170
CH-0000456,2026-03-13,PR-02308,NW-071,-21,OFC-194
CH-0000457,2026-01-23,PR-02676,HE-051,-17,OFC-127
CH-0000458,2026-02-23,PR-02683,CV-020,11,OFC-194
CH-0000459,2026-01-26,PR-00944,CV-003,-57,OFC-235
CH-0000460,2026-06-04,PR-01352,AP-080,38,OFC-198
CH-0000461,2026-06-01,PR-01166,CV-002,-28,OFC-176
CH-0000462,2026-02-06,PR-00494,SR-102,5,OFC-178
CH-0000463,2026-05-04,PR-01774,NW-071,-25,OFC-121
CH-0000464,2026-05-27,PR-02418,PR-110,4,OFC-204
CH-0000465,2026-01-11,PR-00511,CV-001,6,OFC-229
CH-0000466,2026-06-09,PR-02910,PR-110,1,OFC-166
CH-0000467,2026-04-25,PR-02523,CV-020,13,OFC-190
CH-0000468,2026-01-18,PR-02607,CV-020,9,OFC-237
CH-0000469,2026-04-05,PR-02487,CV-020,11,OFC-222
CH-0000470,2026-04-27,PR-00372,HE-050,5,OFC-142
CH-0000471,2026-06-13,PR-00296,PR-111,-25,OFC-189
CH-0000472,2026-02-08,PR-02697,SR-100,-54,OFC-152
CH-0000473,2026-01-09,PR-01646,PR-111,-30,OFC-118
CH-0000474,2026-03-24,PR-01135,EM-030,7,OFC-161
CH-0000475,2026-04-04,PR-00602,SC-012,-15,OFC-100
CH-0000476,2026-06-21,PR-02309,SR-100,-57,OFC-105
CH-0000477,2026-03-31,PR-02128,EM-030,12,OFC-202
CH-0000478,2026-05-28,PR-00913,TR-062,7,OFC-179
CH-0000479,2026-05-25,PR-00681,TR-060,-3,OFC-231
CH-0000480,2026-05-16,PR-02793,SR-100,-57,OFC-142
CH-0000481,2026-01-23,PR-02468,SC-010,11,OFC-158
CH-0000482,2026-02-13,PR-01878,SC-012,-15,OFC-187
CH-0000483,2026-02-26,PR-00834,EM-031,-18,OFC-120
CH-0000484,2026-04-11,PR-02143,CL-090,-9,OFC-101
CH-0000485,2026-05-07,PR-01140,CL-090,-15,OFC-235
CH-0000486,2026-01-22,PR-02060,CV-003,-62,OFC-192
CH-0000487,2026-01-27,PR-02555,CL-091,20,OFC-133
CH-0000488,2026-06-02,PR-01907,CL-090,-9,OFC-232
CH-0000489,2026-02-09,PR-01972,SR-101,-38,OFC-175
CH-0000490,2026-01-26,PR-02033,SC-012,-15,OFC-193
CH-0000491,2026-02-09,PR-00718,SR-102,6,OFC-150
CH-0000492,2026-02-05,PR-01515,FN-041,-5,OFC-165
CH-0000493,2026-02-04,PR-00593,SR-100,-57,OFC-244
CH-0000494,2026-01-02,PR-01971,EM-030,8,OFC-238
CH-0000495,2026-04-02,PR-01748,AP-080,35,OFC-157
CH-0000496,2026-01-15,PR-00853,CV-003,-57,OFC-189
CH-0000497,2026-01-17,PR-01397,SC-012,-15,OFC-109
CH-0000498,2026-05-24,PR-00847,SC-013,-75,OFC-243
CH-0000499,2026-06-14,PR-02771,AP-081,-7,OFC-125
CH-0000500,2026-04-15,PR-02853,CV-002,-27,OFC-246
CH-0000501,2026-05-06,PR-01709,HE-050,3,OFC-222
CH-0000502,2026-02-25,PR-02049,HE-050,9,OFC-192
CH-0000503,2026-01-03,PR-01546,NW-071,-19,OFC-207
CH-0000504,2026-01-22,PR-01142,HE-050,8,OFC-237
CH-0000505,2026-04-22,PR-02988,PR-110,1,OFC-109
CH-0000506,2026-05-26,PR-02548,SC-012,-16,OFC-116
CH-0000507,2026-05-02,PR-00447,AP-080,34,OFC-243
CH-0000508,2026-03-25,PR-01600,AP-080,36,OFC-217
CH-0000509,2026-01-22,PR-01952,AP-081,-2,OFC-173
CH-0000510,2026-06-28,PR-00217,TR-061,-43,OFC-214
CH-0000511,2026-01-29,PR-01316,EM-031,-20,OFC-117
CH-0000512,2026-05-11,PR-00615,FN-041,-11,OFC-125
CH-0000513,2026-02-05,PR-01222,NW-070,14,OFC-135
CH-0000514,2026-03-28,PR-02079,TR-060,-1,OFC-118
CH-0000515,2026-03-30,PR-01451,TR-060,-2,OFC-129
CH-0000516,2026-01-26,PR-02844,PR-110,-1,OFC-172
CH-0000517,2026-04-10,PR-02810,CL-091,17,OFC-119
CH-0000518,2026-03-16,PR-01110,SR-102,6,OFC-233
CH-0000519,2026-05-15,PR-00696,NW-070,12,OFC-134
CH-0000520,2026-01-11,PR-01601,PR-110,1,OFC-230
CH-0000521,2026-05-23,PR-00556,NW-070,12,OFC-160
CH-0000522,2026-06-29,PR-00727,NW-072,-10,OFC-112
CH-0000523,2026-05-22,PR-01265,SR-100,-53,OFC-235
CH-0000524,2026-04-20,PR-01900,SC-013,-72,OFC-138
CH-0000525,2026-06-24,PR-01390,CV-002,-22,OFC-163
CH-0000526,2026-05-10,PR-01233,FN-041,-8,OFC-222
CH-0000527,2026-03-26,PR-01724,FN-041,-6,OFC-229
CH-0000528,2026-02-21,PR-02829,NW-070,12,OFC-210
CH-0000529,2026-06-13,PR-01689,CL-091,17,OFC-164
CH-0000530,2026-02-01,PR-01890,CV-003,-60,OFC-136
CH-0000531,2026-01-10,PR-00331,SC-013,-74,OFC-218
CH-0000532,2026-01-10,PR-00356,TR-061,-47,OFC-138
CH-0000533,2026-02-19,PR-01475,FN-040,1,OFC-160
CH-0000534,2026-06-01,PR-02542,CV-002,-23,OFC-132
CH-0000535,2026-01-31,PR-01595,SR-101,-37,OFC-207
CH-0000536,2026-05-31,PR-00838,CV-003,-62,OFC-215
CH-0000537,2026-01-21,PR-01676,PR-111,-30,OFC-232
CH-0000538,2026-02-22,PR-00969,AP-080,34,OFC-114
CH-0000539,2026-05-07,PR-01093,AP-081,-8,OFC-166
CH-0000540,2026-06-13,PR-02930,SR-102,10,OFC-143
CH-0000541,2026-06-28,PR-00550,HE-051,-21,OFC-247
CH-0000542,2026-06-06,PR-01207,AP-081,-8,OFC-202
CH-0000543,2026-06-04,PR-00448,PR-111,-29,OFC-133
CH-0000544,2026-05-30,PR-02112,PR-110,5,OFC-193
CH-0000545,2026-02-17,PR-01127,AP-080,32,OFC-197
CH-0000546,2026-06-06,PR-00453,NW-071,-24,OFC-231
CH-0000547,2026-04-07,PR-02521,CV-002,-23,OFC-120
CH-0000548,2026-01-08,PR-00354,SC-011,-40,OFC-167
CH-0000549,2026-06-26,PR-01608,NW-072,-13,OFC-229
CH-0000550,2026-05-06,PR-01608,EM-030,7,OFC-145
CH-0000551,2026-03-18,PR-01844,SC-013,-74,OFC-167
CH-0000552,2026-04-21,PR-02136,EM-030,13,OFC-107
CH-0000553,2026-01-14,PR-01869,HE-050,5,OFC-112
CH-0000554,2026-01-04,PR-02814,AP-081,-2,OFC-128
CH-0000555,2026-06-08,PR-00092,CV-003,-60,OFC-114
CH-0000556,2026-02-03,PR-00233,AP-080,34,OFC-116
CH-0000557,2026-05-17,PR-02972,CL-090,-13,OFC-170
CH-0000558,2026-03-17,PR-00176,AP-081,-8,OFC-119
CH-0000559,2026-04-04,PR-01205,AP-080,38,OFC-214
CH-0000560,2026-06-03,PR-00390,HE-051,-19,OFC-152
CH-0000561,2026-05-31,PR-01326,NW-072,-9,OFC-224
CH-0000562,2026-02-05,PR-01428,CV-021,-47,OFC-191
CH-0000563,2026-04-30,PR-00220,FN-041,-9,OFC-193
CH-0000564,2026-03-10,PR-02683,CV-003,-63,OFC-145
CH-0000565,2026-06-13,PR-02181,HE-050,5,OFC-117
CH-0000566,2026-05-23,PR-01336,CV-002,-26,OFC-176
CH-0000567,2026-05-22,PR-01388,SC-010,9,OFC-219
CH-0000568,2026-02-15,PR-01165,NW-070,13,OFC-243
CH-0000569,2026-01-05,PR-02898,CL-091,20,OFC-143
CH-0000570,2026-03-28,PR-00136,SC-012,-18,OFC-202
CH-0000571,2026-06-02,PR-02873,TR-060,3,OFC-250
CH-0000572,2026-04-30,PR-00545,CV-021,-47,OFC-226
CH-0000573,2026-05-11,PR-00203,SC-010,7,OFC-211
CH-0000574,2026-02-23,PR-00345,SC-012,-12,OFC-138
CH-0000575,2026-05-07,PR-01552,SC-010,8,OFC-109
CH-0000576,2026-01-15,PR-02576,TR-062,2,OFC-249
CH-0000577,2026-05-25,PR-00090,NW-072,-7,OFC-111
CH-0000578,2026-02-27,PR-00994,TR-061,-42,OFC-120
CH-0000579,2026-04-16,PR-02242,SC-013,-78,OFC-106
CH-0000580,2026-01-18,PR-02589,FN-040,4,OFC-212
CH-0000581,2026-03-06,PR-00189,CL-090,-15,OFC-241
CH-0000582,2026-06-06,PR-00821,TR-060,3,OFC-148
CH-0000583,2026-02-02,PR-02281,EM-030,9,OFC-158
CH-0000584,2026-02-21,PR-02722,TR-061,-48,OFC-115
CH-0000585,2026-02-22,PR-00631,SR-100,-53,OFC-108
CH-0000586,2026-05-13,PR-01416,SR-102,6,OFC-178
CH-0000587,2026-05-09,PR-01712,TR-062,3,OFC-203
CH-0000588,2026-06-23,PR-01160,CV-020,13,OFC-250
CH-0000589,2026-05-26,PR-01965,HE-050,3,OFC-109
CH-0000590,2026-03-25,PR-00319,EM-031,-23,OFC-175
CH-0000591,2026-03-19,PR-01628,TR-061,-43,OFC-219
CH-0000592,2026-03-09,PR-00164,SR-101,-37,OFC-219
CH-0000593,2026-03-17,PR-01347,HE-050,7,OFC-128
CH-0000594,2026-06-30,PR-00999,NW-070,16,OFC-180
CH-0000595,2026-05-19,PR-00027,TR-062,1,OFC-205
CH-0000596,2026-05-25,PR-01506,AP-080,38,OFC-169
CH-0000597,2026-01-04,PR-01189,CL-090,-15,OFC-166
CH-0000598,2026-03-04,PR-01870,NW-071,-23,OFC-246
CH-0000599,2026-01-26,PR-02469,SC-012,-18,OFC-178
CH-0000600,2026-06-04,PR-00352,CL-091,16,OFC-147
CH-0000601,2026-03-07,PR-02551,PR-111,-25,OFC-159
CH-0000602,2026-05-26,PR-00383,SR-101,-40,OFC-136
CH-0000603,2026-04-20,PR-01026,TR-060,-1,OFC-248
CH-0000604,2026-02-10,PR-00019,AP-080,35,OFC-228
CH-0000605,2026-06-01,PR-02426,NW-070,18,OFC-173
CH-0000606,2026-03-10,PR-01200,TR-061,-43,OFC-222
CH-0000607,2026-03-24,PR-00071,NW-071,-19,OFC-166
CH-0000608,2026-02-07,PR-01761,EM-031,-20,OFC-183
CH-0000609,2026-06-07,PR-02186,SC-010,7,OFC-158
CH-0000610,2026-06-02,PR-01478,TR-062,1,OFC-149
CH-0000611,2026-03-22,PR-00158,AP-081,-4,OFC-191
CH-0000612,2026-01-11,PR-02094,FN-041,-9,OFC-177
CH-0000613,2026-01-26,PR-00355,CL-090,-14,OFC-226
CH-0000614,2026-04-03,PR-00242,TR-061,-42,OFC-171
CH-0000615,2026-06-17,PR-01543,AP-080,37,OFC-131
CH-0000616,2026-03-09,PR-02557,AP-081,-6,OFC-224
CH-0000617,2026-04-17,PR-00746,AP-081,-7,OFC-191
CH-0000618,2026-01-27,PR-00577,PR-110,5,OFC-191
CH-0000619,2026-03-31,PR-01056,TR-061,-46,OFC-196
CH-0000620,2026-01-20,PR-02164,CV-020,12,OFC-132
CH-0000621,2026-06-24,PR-00872,SR-100,-56,OFC-246
CH-0000622,2026-06-19,PR-02222,CV-021,-53,OFC-206
CH-0000623,2026-05-23,PR-00286,CV-021,-51,OFC-172
CH-0000624,2026-03-23,PR-00165,NW-072,-9,OFC-199
CH-0000625,2026-03-25,PR-02874,SR-102,10,OFC-124
CH-0000626,2026-04-20,PR-01905,CV-002,-24,OFC-202
CH-0000627,2026-05-31,PR-02984,HE-051,-18,OFC-134
CH-0000628,2026-03-18,PR-02599,NW-071,-22,OFC-185
CH-0000629,2026-06-03,PR-00543,NW-070,13,OFC-230
CH-0000630,2026-01-24,PR-00570,CL-091,16,OFC-219
CH-0000631,2026-06-01,PR-01970,NW-071,-24,OFC-142
CH-0000632,2026-04-26,PR-02681,TR-061,-48,OFC-122
CH-0000633,2026-03-08,PR-00672,CV-020,11,OFC-145
CH-0000634,2026-01-06,PR-02837,NW-071,-20,OFC-163
CH-0000635,2026-03-22,PR-01432,SR-101,-36,OFC-196
CH-0000636,2026-05-23,PR-00812,CV-020,13,OFC-226
CH-0000637,2026-03-01,PR-02042,SC-010,7,OFC-109
CH-0000638,2026-02-10,PR-01477,FN-041,-6,OFC-144
CH-0000639,2026-01-19,PR-01013,CV-001,5,OFC-226
CH-0000640,2026-04-27,PR-02999,SC-012,-16,OFC-106
CH-0000641,2026-04-20,PR-00071,TR-061,-47,OFC-109
CH-0000642,2026-04-08,PR-01062,SR-101,-39,OFC-108
CH-0000643,2026-04-08,PR-00859,TR-060,1,OFC-215
CH-0000644,2026-05-27,PR-02727,EM-030,12,OFC-215
CH-0000645,2026-04-21,PR-02420,FN-041,-7,OFC-134
CH-0000646,2026-03-28,PR-02542,EM-030,7,OFC-246
CH-0000647,2026-04-12,PR-00327,SR-102,5,OFC-116
CH-0000648,2026-03-24,PR-01118,NW-070,17,OFC-138
CH-0000649,2026-02-15,PR-01752,EM-030,11,OFC-123
CH-0000650,2026-04-27,PR-00475,TR-061,-42,OFC-242
CH-0000651,2026-01-14,PR-02419,CV-003,-63,OFC-123
CH-0000652,2026-04-08,PR-01751,CV-020,11,OFC-169
CH-0000653,2026-06-06,PR-00188,CL-090,-13,OFC-193
CH-0000654,2026-06-09,PR-02730,NW-071,-25,OFC-101
CH-0000655,2026-04-26,PR-02674,NW-072,-11,OFC-204
CH-0000656,2026-03-18,PR-00044,FN-040,4,OFC-168
CH-0000657,2026-02-09,PR-01626,CV-021,-48,OFC-217
CH-0000658,2026-03-01,PR-02097,FN-040,6,OFC-210
CH-0000659,2026-05-22,PR-01723,SR-102,7,OFC-248
CH-0000660,2026-02-16,PR-01977,EM-030,8,OFC-110
CH-0000661,2026-05-02,PR-01592,AP-080,34,OFC-169
CH-0000662,2026-02-25,PR-00700,FN-040,2,OFC-154
CH-0000663,2026-03-10,PR-00895,PR-110,3,OFC-232
CH-0000664,2026-04-23,PR-00607,HE-051,-18,OFC-216
CH-0000665,2026-03-30,PR-00803,HE-051,-21,OFC-156
CH-0000666,2026-02-20,PR-02613,AP-080,34,OFC-104
CH-0000667,2026-04-14,PR-00007,SR-100,-52,OFC-208
CH-0000668,2026-03-04,PR-01832,HE-051,-15,OFC-178
CH-0000669,2026-01-31,PR-01425,TR-061,-47,OFC-175
CH-0000670,2026-02-25,PR-00242,CL-091,17,OFC-236
CH-0000671,2026-03-21,PR-01849,EM-031,-21,OFC-142
CH-0000672,2026-05-17,PR-00625,SC-010,5,OFC-155
CH-0000673,2026-06-14,PR-02678,SC-013,-76,OFC-105
CH-0000674,2026-04-10,PR-01219,SR-101,-35,OFC-211
CH-0000675,2026-01-31,PR-02692,SC-010,11,OFC-138
CH-0000676,2026-01-20,PR-01632,CL-090,-13,OFC-154
CH-0000677,2026-03-23,PR-01563,SC-013,-74,OFC-181
CH-0000678,2026-02-22,PR-02976,SC-013,-73,OFC-162
CH-0000679,2026-01-06,PR-01646,SR-102,8,OFC-137
CH-0000680,2026-03-16,PR-02641,NW-072,-11,OFC-136
CH-0000681,2026-03-19,PR-02220,AP-081,-5,OFC-223
CH-0000682,2026-01-21,PR-90002,CL-091,19,OFC-176
CH-0000683,2026-05-20,PR-02214,CV-020,9,OFC-241
CH-0000684,2026-06-27,PR-01780,SC-013,-75,OFC-219
CH-0000685,2026-03-30,PR-01445,EM-031,-17,OFC-154
CH-0000686,2026-01-07,PR-00591,SR-102,10,OFC-123
CH-0000687,2026-05-02,PR-01752,SR-102,6,OFC-112
CH-0000688,2026-02-20,PR-02166,CV-002,-25,OFC-131
CH-0000689,2026-05-20,PR-02769,TR-060,-3,OFC-134
CH-0000690,2026-06-29,PR-00836,TR-060,-1,OFC-160
CH-0000691,2026-01-18,PR-02166,TR-062,5,OFC-206
CH-0000692,2026-06-13,PR-02128,EM-030,7,OFC-248
CH-0000693,2026-02-25,PR-02735,HE-051,-17,OFC-227
CH-0000694,2026-02-14,PR-00438,AP-081,-5,OFC-137
CH-0000695,2026-02-11,PR-01580,SR-102,8,OFC-168
CH-0000696,2026-05-22,PR-01024,EM-031,-21,OFC-215
CH-0000697,2026-05-21,PR-02287,CL-090,-12,OFC-124
CH-0000698,2026-04-13,PR-02904,PR-111,-28,OFC-223
CH-0000699,2026-05-26,PR-00053,CL-091,19,OFC-108
CH-0000700,2026-03-06,PR-02065,SC-010,9,OFC-130
CH-0000701,2026-05-28,PR-02002,CL-091,15,OFC-248
CH-0000702,2026-05-06,PR-00272,CV-003,-60,OFC-154
CH-0000703,2026-04-01,PR-02903,SC-010,10,OFC-187
CH-0000704,2026-02-17,PR-00096,FN-041,-10,OFC-169
CH-0000705,2026-01-04,PR-02910,NW-071,-19,OFC-110
CH-0000706,2026-04-12,PR-01353,CL-091,17,OFC-162
CH-0000707,2026-05-02,PR-02077,TR-061,-47,OFC-112
CH-0000708,2026-02-21,PR-02315,AP-081,-3,OFC-187
CH-0000709,2026-06-14,PR-00663,CV-001,6,OFC-167
CH-0000710,2026-04-18,PR-01514,TR-061,-48,OFC-112
CH-0000711,2026-01-02,PR-01882,NW-071,-24,OFC-182
CH-0000712,2026-02-16,PR-02763,AP-080,32,OFC-186
CH-0000713,2026-03-02,PR-02830,SC-013,-77,OFC-139
CH-0000714,2026-02-07,PR-00956,TR-062,3,OFC-137
CH-0000715,2026-03-09,PR-01986,CV-001,5,OFC-154
CH-0000716,2026-03-11,PR-02050,AP-080,32,OFC-202
CH-0000717,2026-03-31,PR-00865,CL-091,21,OFC-120
CH-0000718,2026-06-20,PR-02005,EM-030,7,OFC-158
CH-0000719,2026-06-28,PR-02029,TR-062,4,OFC-198
CH-0000720,2026-02-06,PR-01523,CV-003,-60,OFC-197
CH-0000721,2026-05-18,PR-02299,HE-051,-18,OFC-145
CH-0000722,2026-04-01,PR-02279,AP-081,-8,OFC-208
CH-0000723,2026-06-06,PR-00093,CV-002,-23,OFC-140
CH-0000724,2026-04-02,PR-02422,FN-040,2,OFC-239
CH-0000725,2026-01-27,PR-01294,PR-111,-31,OFC-157
CH-0000726,2026-01-29,PR-01779,SR-102,7,OFC-228
CH-0000727,2026-03-25,PR-01218,CL-090,-14,OFC-215
CH-0000728,2026-03-13,PR-02589,TR-061,-45,OFC-120
CH-0000729,2026-04-14,PR-02525,AP-080,37,OFC-245
CH-0000730,2026-06-02,PR-02823,PR-110,4,OFC-121
CH-0000731,2026-02-07,PR-00818,EM-031,-22,OFC-100
CH-0000732,2026-04-10,PR-00687,TR-060,3,OFC-142
CH-0000733,2026-03-23,PR-01217,TR-061,-47,OFC-119
CH-0000734,2026-04-11,PR-02222,TR-062,7,OFC-179
CH-0000735,2026-03-18,PR-01670,SC-012,-14,OFC-219
CH-0000736,2026-02-11,PR-00524,EM-031,-22,OFC-208
CH-0000737,2026-05-19,PR-00828,CL-090,-9,OFC-110
CH-0000738,2026-03-02,PR-01893,SR-101,-35,OFC-135
CH-0000739,2026-05-14,PR-02532,EM-030,9,OFC-107
CH-0000740,2026-01-13,PR-01988,CL-091,20,OFC-247
CH-0000741,2026-05-04,PR-02863,NW-070,16,OFC-198
CH-0000742,2026-04-07,PR-00674,FN-040,0,OFC-157
CH-0000743,2026-01-02,PR-00343,SC-011,-43,OFC-174
CH-0000744,2026-01-24,PR-01280,SC-010,6,OFC-111
CH-0000745,2026-06-26,PR-02810,SR-100,-52,OFC-215
CH-0000746,2026-04-04,PR-01699,CV-001,8,OFC-177
CH-0000747,2026-05-10,PR-02865,AP-081,-6,OFC-228
CH-0000748,2026-06-29,PR-00391,AP-081,-8,OFC-193
CH-0000749,2026-06-06,PR-01208,TR-060,1,OFC-151
CH-0000750,2026-04-23,PR-02179,EM-031,-20,OFC-142
CH-0000751,2026-04-17,PR-00966,CL-091,18,OFC-244
CH-0000752,2026-03-10,PR-00347,FN-040,2,OFC-111
CH-0000753,2026-04-14,PR-01615,EM-031,-20,OFC-240
CH-0000754,2026-01-03,PR-00244,TR-060,1,OFC-164
CH-0000755,2026-01-30,PR-01397,CV-003,-57,OFC-198
CH-0000756,2026-06-15,PR-00037,NW-070,12,OFC-218
CH-0000757,2026-01-15,PR-01124,CV-002,-26,OFC-138
CH-0000758,2026-06-12,PR-02025,CV-021,-49,OFC-213
CH-0000759,2026-05-19,PR-01064,EM-031,-17,OFC-112
CH-0000760,2026-04-21,PR-02409,SC-011,-37,OFC-246
CH-0000761,2026-02-26,PR-01602,CV-002,-25,OFC-224
CH-0000762,2026-01-08,PR-01166,FN-041,-10,OFC-151
CH-0000763,2026-03-19,PR-02996,PR-111,-31,OFC-119
CH-0000764,2026-02-07,PR-02753,HE-051,-21,OFC-126
CH-0000765,2026-04-27,PR-02198,HE-050,3,OFC-163
CH-0000766,2026-06-13,PR-02501,NW-072,-8,OFC-232
CH-0000767,2026-01-21,PR-01837,CV-021,-49,OFC-150
CH-0000768,2026-06-03,PR-02353,CV-003,-60,OFC-153
CH-0000769,2026-04-19,PR-01186,HE-050,4,OFC-169
CH-0000770,2026-05-20,PR-02236,PR-110,-1,OFC-155
CH-0000771,2026-02-02,PR-00931,CV-021,-50,OFC-200
CH-0000772,2026-04-26,PR-00325,HE-050,6,OFC-201
CH-0000773,2026-05-12,PR-00682,CV-021,-48,OFC-220
CH-0000774,2026-06-13,PR-01766,NW-070,13,OFC-163
CH-0000775,2026-06-15,PR-01204,FN-040,4,OFC-202
CH-0000776,2026-03-04,PR-00119,FN-041,-6,OFC-127
CH-0000777,2026-06-21,PR-01798,CV-003,-59,OFC-222
CH-0000778,2026-03-24,PR-00503,SC-011,-38,OFC-225
CH-0000779,2026-05-03,PR-02653,SC-012,-17,OFC-144
CH-0000780,2026-01-26,PR-00079,TR-061,-44,OFC-129
CH-0000781,2026-02-12,PR-00056,NW-072,-7,OFC-233
CH-0000782,2026-04-10,PR-01716,CV-001,4,OFC-192
CH-0000783,2026-05-22,PR-02416,SR-101,-36,OFC-234
CH-0000784,2026-05-05,PR-02560,CL-090,-11,OFC-158
CH-0000785,2026-03-23,PR-01443,FN-041,-10,OFC-135
CH-0000786,2026-04-22,PR-02243,SC-012,-12,OFC-208
CH-0000787,2026-03-14,PR-02986,SC-011,-39,OFC-195
CH-0000788,2026-05-23,PR-01438,CL-090,-15,OFC-143
CH-0000789,2026-05-25,PR-01445,HE-051,-15,OFC-180
CH-0000790,2026-04-25,PR-00419,CV-021,-50,OFC-212
CH-0000791,2026-06-21,PR-00933,SC-012,-16,OFC-229
CH-0000792,2026-02-21,PR-02229,TR-060,0,OFC-191
CH-0000793,2026-01-17,PR-02852,SC-013,-78,OFC-243
CH-0000794,2026-03-26,PR-00967,CV-001,8,OFC-137
CH-0000795,2026-05-27,PR-01846,AP-080,34,OFC-124
CH-0000796,2026-01-04,PR-00875,EM-030,12,OFC-240
CH-0000797,2026-06-10,PR-00597,NW-072,-9,OFC-126
CH-0000798,2026-03-31,PR-00760,TR-061,-43,OFC-204
CH-0000799,2026-04-20,PR-00745,CV-003,-59,OFC-125
CH-0000800,2026-04-05,PR-02461,SC-012,-17,OFC-213
CH-0000801,2026-05-24,PR-00338,CV-002,-23,OFC-215
CH-0000802,2026-02-22,PR-01340,EM-030,13,OFC-208
CH-0000803,2026-01-03,PR-02812,HE-050,5,OFC-142
CH-0000804,2026-04-30,PR-02938,EM-031,-18,OFC-159
CH-0000805,2026-01-31,PR-01079,TR-061,-42,OFC-188
CH-0000806,2026-01-15,PR-01906,FN-041,-6,OFC-173
CH-0000807,2026-02-28,PR-00364,CV-021,-49,OFC-195
CH-0000808,2026-06-14,PR-00786,SR-102,4,OFC-151
CH-0000809,2026-03-20,PR-02851,PR-110,5,OFC-219
CH-0000810,2026-01-12,PR-01900,SR-101,-35,OFC-234
CH-0000811,2026-04-01,PR-02412,FN-041,-8,OFC-183
CH-0000812,2026-05-21,PR-01893,CV-020,14,OFC-163
CH-0000813,2026-06-11,PR-00307,PR-110,0,OFC-235
CH-0000814,2026-04-23,PR-01725,EM-030,8,OFC-136
CH-0000815,2026-06-04,PR-00997,SR-101,-40,OFC-101
CH-0000816,2026-06-09,PR-01550,CV-001,6,OFC-191
CH-0000817,2026-06-02,PR-02247,SR-100,-56,OFC-174
CH-0000818,2026-03-12,PR-01088,CV-001,4,OFC-211
CH-0000819,2026-02-21,PR-00011,SR-102,10,OFC-121
CH-0000820,2026-02-10,PR-02583,CL-091,20,OFC-114
CH-0000821,2026-03-27,PR-02684,EM-031,-21,OFC-158
CH-0000822,2026-06-28,PR-00690,PR-111,-26,OFC-190
CH-0000823,2026-01-19,PR-00581,HE-051,-15,OFC-245
CH-0000824,2026-04-19,PR-02364,CL-090,-14,OFC-142
CH-0000825,2026-04-06,PR-01356,TR-061,-46,OFC-136
CH-0000826,2026-03-22,PR-01385,CV-020,9,OFC-204
CH-0000827,2026-02-09,PR-02345,PR-111,-27,OFC-184
CH-0000828,2026-01-15,PR-01597,CV-001,7,OFC-206
CH-0000829,2026-05-18,PR-00395,AP-080,32,OFC-211
